Input (Poem),Label (Limerick or Non-Limerick),Reasoning
"I wanna write lyrical, but all I got is magical.
My book needs a poem talkin bout I remember when
Something more autobiographical

Mi familia wanted to assimilate, nothing radical,
Each month was a struggle to pay our rent
With food stamps, so dust collects on the magical.

Each month it got a little less civil
Isolation is a learned defense
When all you wanna do is write lyrical.

None of us escaped being a criminal
Of the state, institutionalized when
They found out all we had was magical.

White room is white room, it’s all statistical—
Our calendars were divided by Sundays spent
In visiting hours. Cold metal chairs deny the lyrical.

I keep my genes in the sharp light of the celestial.
My history writes itself in sheets across my veins.
My parents believed in prayer, I believed in magical

Well, at least I believed in curses, biblical
Or not, I believed in sharp fists, 
Beat myself into lyrical.

But we were each born into this, anger so cosmical
Or so I thought, I wore ten chokers and a chain
Couldn’t see any significance, anger is magical.
Fists to scissors to drugs to pills to fists again

Did you know a poem can be both mythical and archeological?
I ignore the cataphysical, and I anoint my own clavicle.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"How dreary the winds shriek and whine:
    The trembling shadows grow chill. 
O soul of my soul, wert thou mine!

O where are the stars that did shine?
    The moonlight that tinselled the hill?
How dreary the winds shriek and whine! 

Despair ’round my heart doth entwine,
    Far soundeth my cry weird and shrill:
O soul of my soul, wert thou mine!

I’ve quaffed to the dregs the mad wine 
    Of passion, but under my sill
How dreary the winds shriek and whine!

’Tis thine, is the dream so divine, 
    That doth this vain yearning instill; 
O soul of my soul, wert thou mine!

’Tis mine, here to crave and to pine
   For what thou wilt never fulfill;
How dreary the winds shriek and whine!
O soul of my soul, wert thou mine! ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"my girl positioned for a twerk session-
             knees bent, hands below the thigh, tongue out, head
turned to look at her body’s precession. 

she in tune. breath in. breasts hang. hips freshen. 
            she slow-wine. pulse waistline to a beat bled
for her, un-guilt the knees for the session.

fair saint of vertebrae- backbone blessing,
            her pop- in innate. her pop- out self- bred,
head locked into her holied procession. 

dance is proof she loves herself, no questions-
            no music required, no crowd needed. 
she arched into a gateway, protecting-

this dance is proof she loves me, no guessing. 
            a bronx bedroom, we hip-to-hip threaded. 
she turn to me, tranced by her possessin’. 

she coils herself to, calls forth a legend-
round bodied booty, bounce a praise ballad.
she break hold, turn whole in a twerk session. 
body charmed, spell-bent, toward progressing.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Who comforts you now that the wheel has broken?
No more princes for the poor. Loss whittling you thin.
Grief is the constant now, hope the last word spoken.

In a dance of two elegies, which circles the drain? A token
year with its daisies and carbines is where we begin.
Who comforts you now? That the wheel has broken

is Mechanics 101; to keep dreaming when the joke’s on
you? Well, crazier legends have been written.
Grief is the constant now; hope, the last word spoken

on a motel balcony, shouted in a hotel kitchen. No kin
can make this journey for you. The route’s locked in.
Who comforts you now that the wheel has broken

the bodies of its makers? Beyond the smoke and
ashes, what you hear rising is nothing but the wind.
Who comforts you? Now that the wheel has broken,

grief is the constant. Hope: the last word spoken.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"The world’s largest Confederate monument
was too big to perceive on my earliest trips to the park.
Unlike my parents, I was not an immigrant

but learned, in speech and writing, to represent.
Picnicking at the foot and sometimes peak
of the world’s largest Confederate monument,

we raised our Cokes to the first Georgian president.
His daughter was nine like me, but Jimmy Carter,
unlike my father, was not an immigrant.

Teachers and tour guides stressed the achievement
of turning three vertical granite acres into art.
Since no one called it a Confederate monument,

it remained invisible, like outdated wallpaper meant
long ago to be stripped. Nothing at Stone Mountain Park
echoed my ancestry, but it’s normal for immigrants

not to see themselves in landmarks. On summer nights,
fireworks and laser shows obscured, with sparks,
the world’s largest Confederate monument.
Our story began when my parents arrived as immigrants. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"A villanelle.

O Singer of Persephone!
    In the dim meadows desolate
Dost thou remember Sicily?

Still through the ivy flits the bee
    Where Amaryllis lies in state;
O singer of Persephone!

Simaetha calls on Hecate
    And hears the wild dogs at the gate;
Dost thou remember Sicily?

Still by the light and laughing sea
    Poor Polypheme bemoans his fate:
O Singer of Persephone!

And still in boyish rivalry
    Young Daphnis challenges his mate:
Dost thou remember Sicily?

Slim Lacon keeps a goat for thee,
    For thee the jocund shepherds wait,
O Singer of Persephone!
Dost thou remember Sicily?",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Jesús José Medrano went away
no more motel rooms to clean
he asked my dad to take his place

when Dad cried and looked the other way
the mortician closed the coffin on the body
Jesús José Medrano went away

He wore his best gray suit that day
hovered slowly above the family
he asked my dad to take his place

My father marched the casket to the grave
the relatives cried in the out-loud dream
Jesús José Medrano went away

My grandfather, farmworker among grapes,
measured a man tying vines in his teens
he asked my dad to take his place

Como un hombre, he would say
my father’s tears never seen
Jesús José Medrano went away
he asked my dad to take his place",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I wake to sleep, and take my waking slow.
I feel my fate in what I cannot fear.
I learn by going where I have to go.

We think by feeling. What is there to know?
I hear my being dance from ear to ear.
I wake to sleep, and take my waking slow.

Of those so close beside me, which are you?
God bless the Ground! I shall walk softly there,
And learn by going where I have to go.

Light takes the Tree; but who can tell us how?
The lowly worm climbs up a winding stair;
I wake to sleep, and take my waking slow.

Great Nature has another thing to do
To you and me; so take the lively air,
And, lovely, learn by going where to go.

This shaking keeps me steady. I should know.
What falls away is always. And is near.
I wake to sleep, and take my waking slow.
I learn by going where I have to go.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I was so small, so very much afraid.
I prayed my father might turn into light.
There was no price that I would not have paid

to pray the way the light knelt down and prayed.
I prayed that I might learn to be like light,
but I was small, and very much afraid,

and he stayed silent. Was I badly made?
His violin made sound turn into light,
and there’s no price that I would not have paid

to hear him play Thais each night. He made
it sound as though the bow was made of light.
Still I was small, and very much afraid

when he got mad and broke the things he’d made.
He tried and tried so hard to do things right,  
and there’s no price that he would not have paid

to sit with me at dusk and watch light fade.
Both of us were made from that same light,
And there’s no price we two would not have paid—
we who were small and very much afraid.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"In the perfect universe of math it’s said
the world’s eternal aberration.
In fact, we should be less than dead,

math itself disrupted for matter ever to be read
as real. A thought so hard to fathom that The Nation
in its article on math has said

we lack the right imagination: the human head
will not subtract itself from the equation,
zero out the eager ego to be less than dead.

Did the numbers hunger for mistake, for fun upend
themselves to recalculate our infinite extinction?
And was existence meant for all, since it could be said

without our numbers others might have thrived:
the black rhinoceros, shortnose sturgeon—?
Articles of horn and scale both less and more than dead,

figurative dreams that now haunt us in our beds.
Memory’s another flaw in our equation. Was it The Nation?
I forget. Regardless, I know that someone said
in a perfect universe, we’d all be dead.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"There are days I believe there ain' nothing to fear
I perk up for green lights, my engine on call
But it could be the zombies are already near

That sleep that we feed every day of the year
What's up with your friends when they circle the mall?
There are nights when I think I have no one to fear

My Mom watches Oprah to brighten the drear
You can keep your eyes open, see nothing at all
But it might be the zombies are already near

You think life is s'posed to be lived in this gear?
I been askin' that question till my brain has gone raw
Certain days I believed I had nothing to fear

I have dreams that I'm driving with no way to steer
You can growl like a cello; you can chat like a doll
Don't it seem like the zombies are already here?

I think fear itself is a whole lot to fear
I have watched CNN till it made my skin crawl
I might be a zombie that's already here

I been pounding this door but don' nobody hear
You can drink till you think that you're seven feet tall
There were midnights I danced without nothin' to fear

You can fly through your days until time is a smear
Maybe blaze up the bong   or blog out a blog

There'll be days when it feels like there's nothing to fear
But you could be a zombie    that's already here.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Marlene Dietrich remembers the night of the Marilyn Monroe
Productions press conference, New York City, January 1955

I wanted to be that trace of scarlet lipstick
when you arrived, tipsy, a bit chartreuse
a subdued platinum angel, a white mink

stole. I am at heart—Come up for a drink—
a gentleman. You, a question here to seduce,
a pink thought traced by scarlet lipstick

a deer drawn to a salt lick. I am the brick-
back, brick-thrown widow of a caboose.
I lift my black veil. I drop my black mink.

To the bird, flown—we toast with a clink.
You created '‘the girl.’ “Their golden goose
is now a scarlet smudge.” Your lips stick

to the wine glass and all I can do is wink
out a song, the tricks of an aging chanteuse.
You call a cab and grab your white mink

while I play my saw, and all I can think
is I am not a myth a recluse who will recuse
you to remain a trace of scarlet lipstick
caught on the collar of a white mink.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"For weeks, I breathe his body in the sheet
	and pillow. I lift a blanket to my face.
There’s bitter incense paired with something sweet,  	
	like sandalwood left sitting in the heat	
or cardamom rubbed on a piece of lace. 
	For weeks, I breathe his body. In the sheet	
I smell anise, the musk that we secrete		 	
	with longing, leather and moss. I find a trace  
of bitter incense paired with something sweet.   
	Am I imagining the wet scent of peat	
and cedar, oud, impossible to erase?
	For weeks, I breathe his body in the sheet— 
crushed pepper—although perhaps discreet,
	difficult for someone else to place.
There’s bitter incense paired with something sweet.  
	With each deployment I become an aesthete
of smoke and oak. Patchouli fills the space
	for weeks. I breathe his body in the sheet	
until he starts to fade, made incomplete,  	
	a bottle almost empty in its case.	
There’s bitter incense paired with something sweet.  
	And then he’s gone. Not even the conceit 	
of him remains, not the resinous base.	
	For weeks, I breathed his body in the sheet.	
He was bitter incense paired with something sweet.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I do not always understand what you say.
Once, when you said, across, you meant along.
What is, is by its nature, on display.

Words' meanings count, aside from what they weigh:
poetry, like music, is not just song.
I do not always understand what you say.

You would hate, when with me, to meet by day
What at night you met and did not think wrong.
What is, is by its nature, on display.

I sense a heaviness in your light play,
a wish to stand out, admired, from the throng.
I do not always understand what you say.

I am as shy as you. Try as we may,
only by practice will our talks prolong.
What is, is by its nature, on display.

We talk together in a common way.
Art, like death, is brief: life and friendship long.
I do not always understand what you say.
What is, is by its nature, on display.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"When I return, I'll come in clapboard, stained
chestnut, with lead-based paint on radiators,
old-fashioned, and a little bit insane

but sturdy to a fault. A spalting grain
on punky myrtle and no refrigerator
when I return. I'll come in clapboard, stained

shake shingles skittering on skewed roof planes
that snarl the corner lot like unpaid panders,
old-fashioned and a little bitten, saying,

""Leave our sightlines sharp. Let dormers train
What angles water sheds."" They congregate for
when I return. I'll come in clapboard, stained

with varnished truth: you ran me down. You caned
old rockers with prefab splints, hack renovator
refashioning me bit by bit, insane

to strip as spilth fine bulrush. I'll maintain
myself, then. There will be no mediators
when I return. I'll come in clapboard. Stained,
old-fashioned, I'll come a little bit insane.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Only by sucking, not by knowing, 
can the subtle essence be conveyed—
sap of the word and the world's flowing 

that raises the scent of the almond blossoming, 
and yellows the bulbul in the olive's jade. 
Only by sucking, not by knowing. 

The grass and oxalis by the pines growing 
are luminous in us—petal and blade—
as sap of the word and the world's flowing; 

a flicker rising from embers glowing;
light trapped in the tree's sweet braid 
of what it was sucking. Not by knowing 

is the amber honey of persimmon drawn in. 
An anemone piercing the clover persuades me—
sap of the word and the world is flowing 

across separation, through wisdom's bestowing, 
and in that persuasion choices are made: 
But only by sucking, not by knowing 
that sap of the word through the world is flowing. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"My bird has flown away,
Far out of sight has flown, I know not where.
          Look in your lawn, I pray,
          Ye maidens, kind and fair,
And see if my beloved bird be there.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"His eyes are full of light;
The eagle of the rock has such an eye;
          And plumes, exceeding bright,
          Round his smooth temples lie,
And sweet his voice and tender as a sigh.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Look where the grass is gay
With summer blossoms, haply there he cowers;
          And search, from spray to spray,
          The leafy laurel-bowers,
For well he loves the laurels and the flowers",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Find him, but do not dwell,
With eyes too fond, on the fair form you see,
          Nor love his song too well;
          Send him, at once, to me,
Or leave him to the air and liberty.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"For only from my hand
He takes the seed into his golden beak,
          And all unwiped shall stand
          The tears that wet my cheek,
Till I have found the wanderer I seek.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"My sight is darkened o’er,
Whene’er I miss his eyes, which are my day,
          And when I hear no more
          The music of his lay,
My heart in utter sadness faints away.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"My tent
A vapour that
The wind dispels and but
As dust before the wind am I
Myself.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"The gray tide flows and flounders in the rocks 
Along the crannies up the swollen sand. 
Far out the reefs lie naked—dunes and blocks 
Low in the watery wind. A shaft of land 
Going to sea thins out the western strand. ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"It rains, and all along and always gulls 
Career sea-screaming in and weather-glossed. 
It blows here, pushing round the cliff; in lulls 
Within the humid stone a motion lost 
Ekes out the flurried heart-beat of the coast. ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"It blows and rains a pale and whirling mist 
This summer morning. I that hither came— 
Was it to pluck this savage from the schist, 
This crazy yellowish bloom without a name, 
With leathern blade and tortured wiry frame?",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Why here alone, away, the forehead pricked 
With dripping salt and fingers damp with brine, 
Before the offal and the derelict 
And where the hungry sea-wolves howl and whine 
Live human hours? now that the columbine ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Stands somewhere shaded near the fields that fall 
Great starry sheaves of the delighted year, 
And globing rosy on the garden wall 
The peach and apricot and soon the pear 
Drip in the teasing hand their sugared tear. ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Inland a little way the summer lies. 
Inland a little and but yesterday 
I saw the weary teams, I heard the cries 
Of sicklemen across the fallen hay, 
And buried in the sunburned stacks I lay ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Tasting the straws and tossing, laughing soft 
Into the sky’s great eyes of gold and blue 
And nodding to the breezy leaves aloft 
Over the harvest’s mellow residue.
But sudden then—then strangely dark it grew. ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"How good it is, before the dreary flow 
Of cloud and water, here to lie alone 
And in this desolation to let go 
Down the ravine one with another, down 
Across the surf to linger or to drown ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"The loves that none can give and none receive, 
The fearful asking and the small retort, 
The life to dream of and the dream to live! 
Very much more is nothing than a part, 
Nothing at all and darkness in the heart. ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I would my manhood now were like the sea.—
Thou at high-tide, when compassing the land 
Thou find’st the issue short, questioningly 
A moment poised, thy floods then down the strand 
Sink without rancour, sink without command, ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Sink of themselves in peace without despair, 
And turn as still the calm horizon turns, 
Till they repose little by little nowhere 
And the long light unfathomable burns 
Clear from the zenith stars to the sea-ferns. ",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Thou art thy Priest, thy Victim and thy God. 
Thy life is bulwarked with a thread of foam, 
And of the sky, the mountains and the sod 
Thou askest nothing, evermore at home. 
In thy own self’s perennial masterdom.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Under the green domes of maples
light spangles the abundant slabs of moss.
Grass won’t grow here, but something else has taken
over. When I went into the drugstore yesterday
the clerk who moved away had been replaced",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"by a girl who looked so much like her
I thought for a moment she’d come back to town
with her hair cut. And in the second grade,
when Bobby Markley died, a new boy from Ohio
promptly sat beside me at his desk.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Out here, in the city park,
people are almost always interchangeable,
though the summer I’ll hate to lose
supplants itself with a wan and amber sun
that isn’t quite the same, reminding me",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"of larger griefs not easily consoled.
“Life is the saddest thing there is,
next to death,” Edith Wharton wrote,
she who walked so often in the park
listening to the old, remembered voices.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"She must have sat under trees not unlike this one,
heavy with sorrows she couldn’t speak aloud.
She mourned her friends, and one friend like no other,
while the late sunlight passed across the grasses,
and now she too is gone.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I was an observer: my own student
and my best teacher
in the forest working the lyrics together.
There were bees in his beard,
in a good way.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"She cupped his chin: this
was platonic and also the source
of some honey. He fed her
two lines he had kept inside his soul
for years. I woke to write them and could",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"only remember alone.
He left and she
grabbed a banjo from a tree—
completed the song and bettered
it, besides. Something like “The Passionate Shepherd”",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"but blue, which the Impressionists
knew to put a touch of in every shadow.
Cut to: the sprung-open backs of a dozen watches.
Time was
busted; still",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I didn’t fix the hands of clocks I could have moved.
The bells and cuckoo birds,
the dancing German ladies
with their aprons and their steins
shilly-shallied willy-nilly",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"throughout the day. And anyway,
I’ve learned naught if I haven’t learned not
to tell anyone when he or she
has appeared in a dream—
he or she never takes it the right way.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Though I do want to ask—I guess
it’s less of a question, more of a comment—
if the song or the honey skips
a generation, the same as twins
or a quick temper?",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Before the dream I was thinking of the horse
who bit the cowboy so you could see straight
through to his skull.
The horse that won’t be broken isn’t a romantic
story—it’s a shame and ends",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"with the horse hurting
a human then being put down.
Damned if I don’t worry that the horse is a mirror,
like the trainer says. Damned if I’m too afraid to push myself
out even so far as my own dream.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Helen, thy beauty is to me
    Like those Nicean barks of yore,
That gently, o'er a perfumed sea,
    The weary, way-worn wanderer bore
    To his own native shore.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"On desperate seas long wont to roam,
    Thy hyacinth hair, thy classic face,
Thy Naiad airs have brought me home
    To the glory that was Greece.
And the grandeur that was Rome.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Lo! in yon brilliant window-niche
    How statue-like I see thee stand!
    The agate lamp within thy hand,
Ah! Psyche from the regions which
    Are Holy Land!",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Love built a stately house, where Fortune came,
And spinning fancies, she was heard to say
That her fine cobwebs did support the frame,
Whereas they were supported by the same;
But Wisdom quickly swept them all away.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"The Pleasure came, who, liking not the fashion,
Began to make balconies, terraces,
Till she had weakened all by alteration;
But reverend laws, and many a proclomation
Reforméd all at length with menaces.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Then entered Sin, and with that sycamore
Whose leaves first sheltered man from drought and dew,
Working and winding slily evermore,
The inward walls and summers cleft and tore;
But Grace shored these, and cut that as it grew.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"Then Sin combined with death in a firm band,
To raze the building to the very floor;
Which they effected,--none could them withstand;
But Love and Grace took Glory by the hand,
And built a braver palace than before.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A patient young
Heard below his young
""Slip on something quick
And come down. I feel sick.""
So he slipped",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A party from Boston
Went sailing, and sat
Of a sea-going yacht,
But it yawed, and he thacht
He preferred a dry lager beer taneuil.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A plain but sincere
Grew weary of ice
So he put up a sail
And went on with the gale
Till he reached latitude fauxty-faux.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A pleasant young fellow
Was thought to be
Till he saw a white post
Which he took for a gost
And ran away, screaming ""Good Greixas!''",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A pretty girl sat
Just as proper;
When a bold grenadier
Kissed her right on the ear.
She thanked him, and went home to tuay.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A priest,
By chance dropped a spark,
And the odor that rose
Made him stop up his nose-
But beyond that he did not demyrrh.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A professor
Has behaved:
He leaned on the rail
In the teeth of a gale,
And contributed to the Atlantic.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A rapid young prince
Drank claret
Next morning he said:
""I wish I were dead;
I thought I was Omar Khayyam.""",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A sensible fellow
Had an awful attack,
So he ate lemon pies
Of unusual sies
And danced till he wore out his shughes.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A serious chap
Is convinced that safe driving 's.
A hen, several dogs,
Six ducks, and some hogs
He thinks is an average day's sport.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A sorrowful fellow
Was asked why he went.
Said he: ""How would you go
If your name was spelled so?
It would make even Heaven look bolmondeley!""",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A spinster who lived
Met a panther who started
In a minute the whelp
Was howling for help.
How could he know he 'd tackled a jawer?",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A sporty and brisk Filipino
Was firmly convinced,
Till he bumped the real thing
In a man from Sing-Sing -
Now he's not even little casino.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A sweet bride,
Arrayed in the most killing staisle;
When they asked if she'd be
A true wife to he
She promptly rejected",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A sweet thing who sailed
Swore she would hold;
But the swell of the ocean
Was filled with emotion
And she did what she did n't intend.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A taster
Tried mixing,
Which so tasted of rye
That he said with a sigh,
""Oh, this is too utterly low!''",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A tutor
Tried to teach two young tutors.
Said the two to the tutor:
""Is it harder to toot, or
To tutor two tooters to toot?""",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A venturesome skipper named Brougham
Once tried to sail round a simougham;
He sailed,
But he utterly
He is now up the heavenly flougham.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A wealthy young freshman
Observed:
My silk hat, striped cravat,
And éclat, and all that
Make the girls say, 'Now ain't he the chaius!''",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A wonderful Alderney heifer
Was owned by a damsel named Eifer;
Pa wanted
After being kicked,
But she answered, “O neifer, no, neifer!''",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A woodchuck would chuck him some wood —
He would chuck;
But the question:
How much, d' you suppose?
A woodchuck would chuck, if he should.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young lady both prudent and prim
Once exposed much too much
Through bumping
Her chauffeur did not see,
Which was most inadvertent of him.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young lady in Madison Square
Wore two birds and three rats,
Till the cats
And pounced on her pate,
And made a good dinner up there.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young lady of Gramercy Park
Was afraid to walk out;
So she got
It frightened her so;
And now there is always a spark.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young lady who lived at Cape Cod
Strung her lovers
Says she
They replied, ""Rather blue;
This treatment indeed is quite odd.'",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young lady whose name was Provost
Had been called on ten years;
""Dear Willie,''
""When shall we be wed?''
But all Bill replied was ""Donost.""",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young man and maiden in Trentham
Went out in a car;
Their parents protested
And wished them;
But I'd like to know what 's to prevent 'em!",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young married woman in Burr
Was said to have kissed her;
But her husband,
Said that she was a bird,
And he did not believe it of her.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A young married woman in Gloucester
Had a husband who thought
But when
She always gets gay
And will kiss any man who 'll accoucester.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"A youth who had just been indicted
Confessed that his troth had been plicted
To a flaxen-haired
Who his trust had
Till his life grew benicted and blicted.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"""But, chauffeur, we 're going the limit
And a pond 's right ahead of us, dimmit!''
But the chauffeur
""You will please stay
We are going so fast we shall skim it.”",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"""Copper,"" ""oak-leafy"" - novelist range
Through the language for adjectives strange;
Yet red-headed
With cheeks like pink
No prettier are for the change.
",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"De Lancey might make a good cook,
But he can't tell encores from the hook;
Of course, 
That he never could,
And he won't learn the lines in the book.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"""De Lancey, your part was a dream –
Of artists you 're surely the cream;
That bit was so fine
That I wish
And so on.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"""Go ask Father,"" the sweet maiden said.
Now he knew that her father was dead,
And he knew his career
Had been;
So her meaning quite.
",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"He started out splendidly, but
He went under to tighten a nut;
After efforts titanic
He looks,
But he feels.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"He thought, as he walked down Pall Mall,
That his passion he now would tall Balle,
So he boughtt,
But all he could say
Was, ""Sis, don't?''",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"He was in the artillery corps
And was really a terrible borps;
When he
The girl always slept,
And sometimes.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"However ambitions may vault
On whiskers we must call a halt:
Hare-lips,
Cross-eyes maledictions;
But whiskers are all yout.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"H was an indigent Hen
Who picked up a corn now and then;
She had but one leg
On which she could peg,
And behind her left ear was a wen.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I'd rather have fingers than toes,
I'd rather have ears than a nose,
Andr,
I 'm glad it's all there
I'll be awfully sad.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"If you see a sweet thing that just suits,
You and Fate cannot be in cahoots,
When she picks up
To keep out of the dirt,
To learn that she wears.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I held thirteen trumps once at whist
And had not.
My partner led ace,
Which I trumped to his face
And I think.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I 'm not so profoundly well read,
But I know
Were of radium instead
Of pewter and lead
I'd make Shakespeare!",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"I 'm sure there 's no good reason why
I can't see;
I believe I can do it
If I put my mind to it
You never can tell.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"In cotillions they all kept her busy,
She was such a good dancer;
She'd spin like a top
Till she 'd stop,
For it made her so awfully dusy.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"In drinking, the old rule of three
Will with dinner:
Drink somewhat before,
While you eat, when it 's o'er;
And so with you.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
"In good looks I am not a star.
There are others.
But my face I don't mind it,
Because I 'm behind it
It 's the people.",Non-Limerick,"5 Lines, Not AABBA Rhyme Scheme"
